Velocity BL,Distance BL,Velocity BH,Distance BH,Velocity AL,Distance AL,Velocity AH,Distance AH
0.7439554505,80.15877366,0.8293776867,4.209837652,0.2788995026,150.4287292,0.5978264384,161.1975626
0.3885449863,68.46422525,0.9148734831,45.31834073,0.3970403777,99.54966257,1.772570163,123.7518743
0.8605624845,66.82598091,1.068498712,84.5439678,0.507009359,124.2386795,1.727864169,100.9225393
1.175171371,62.32834897,2.956930952,32.39113763,0.6681750495,116.1110989,3.916128048,116.5412742
0.528347662,58.99076844,2.35117487,14.26529621,0.5401930798,111.5501844,2.343134965,138.3682199
0.4409788332,48.35226204,0.3127403044,119.1632105,0.4430613895,95.00460615,1.384560349,181.3820254
1.023618708,35.37265828,2.927246105,79.98691538,0.3034026608,75.88705903,1.630630537,86.58478264
