CH1 (V)  	CH2 (V)
-0.312304688	0.039062500
-0.312304688	0.039550781
-0.312304688	0.039550781
-0.312304688	0.039550781
-0.312304688	0.039062500
-0.312304688	0.039550781
-0.281074219	0.038574219
-0.234228516	0.039062500
-0.187382812	0.038574219
-0.140537109	0.039550781
-0.093691406	0.039550781
-0.031230469	0.039550781
-0.000000000	0.039062500
0.062460938	0.039550781
0.109306641	0.038574219
0.156152344	0.039550781
0.202998047	0.038574219
0.249843750	0.039550781
0.296689453	0.039062500
0.343535156	0.039550781
0.390380859	0.039062500
0.437226562	0.040039062
0.484072266	0.039062500
0.530917969	0.039550781
0.577763672	0.039062500
0.640224609	0.039550781
0.687070312	0.039062500
0.733916016	0.040039062
0.780761719	0.039062500
0.827607422	0.039550781
0.890068359	0.040039062
0.921298828	0.039550781
0.968144531	0.039062500
1.030605469	0.039550781
1.077451172	0.039062500
1.108681641	0.039550781
1.139912109	0.039062500
1.217988281	0.040039062
1.249218750	0.039550781
1.296064453	0.039550781
1.342910156	0.039550781
1.405371094	0.040039062
1.452216797	0.040039062
1.499062500	0.040039062
1.530292969	0.039062500
1.577138672	0.040039062
1.639599609	0.038085937
1.686445313	0.039550781
1.733291016	0.039062500
1.795751953	0.040039062
1.826982422	0.039062500
1.889443359	0.040039062
1.936289062	0.039062500
1.967519531	0.039550781
2.029980469	0.038574219
2.061210937	0.039550781
2.108056641	0.039062500
2.154902344	0.039550781
2.201748047	0.039550781
2.248593750	0.040039062
2.295439453	0.038574219
2.342285156	0.040039062
2.404746094	0.039062500
2.451591797	0.039550781
2.498437500	0.039062500
2.545283203	0.040039062
2.592128906	0.038574219
2.638974609	0.040039062
2.685820312	0.039062500
2.732666016	0.029296875
2.795126953	0.038574219
2.826357422	0.040039062
2.873203125	0.039550781
2.935664062	0.040039062
2.982509766	0.039062500
3.029355469	0.039550781
3.060585937	0.039062500
3.107431641	0.040039062
3.169892578	0.039062500
3.216738281	0.040039062
3.263583984	0.039062500
3.310429688	0.040039062
3.357275391	0.039062500
3.404121094	0.040039062
3.450966797	0.039062500
3.497812500	0.040039062
3.544658203	0.040039062
3.607119141	0.040527344
3.638349609	0.038574219
3.685195312	0.039062500
3.747656250	0.039062500
3.778886719	0.040039062
3.841347656	0.039062500
3.872578125	0.039550781
3.935039063	0.039062500
3.966269531	0.040039062
4.044345703	0.039550781
4.091191406	0.040039062
4.138037109	0.040039062
4.184882812	0.040527344
4.216113281	0.039062500
4.262958984	0.040039062
4.325419922	0.039550781
4.372265625	0.040039062
4.419111328	0.039550781
4.465957031	0.040039062
4.512802734	0.040039062
4.575263672	0.040527344
4.606494141	0.039550781
4.668955078	0.040527344
4.700185547	0.040039062
4.762646484	0.040527344
4.809492188	0.039550781
4.856337891	0.040527344
4.903183594	0.040039062
4.950029297	0.041015625
4.996875000	0.040039062
5.043720703	0.040527344
5.090566406	0.040039062
5.137412109	0.041015625
5.184257813	0.040527344
5.231103516	0.041503906
5.277949219	0.040527344
5.324794922	0.040527344
5.371640625	0.041015625
5.434101562	0.041503906
5.480947266	0.040527344
5.512177734	0.041992187
5.559023437	0.041015625
5.605869141	0.042480469
5.668330078	0.041503906
5.715175781	0.042480469
5.746406250	0.041992187
5.808867187	0.042480469
5.840097656	0.042480469
5.902558594	0.043457031
5.949404297	0.042968750
5.996250000	0.043945312
6.043095703	0.043945312
6.105556641	0.044433594
6.136787109	0.044433594
6.183632812	0.045410156
6.230478516	0.044433594
6.277324219	0.045410156
6.339785156	0.044921875
6.371015625	0.045410156
6.417861328	0.044921875
6.480322266	0.045410156
6.511552734	0.044433594
6.574013672	0.044921875
6.620859375	0.044433594
6.652089844	0.044433594
6.698935547	0.043945312
6.761396484	0.043945312
6.808242188	0.043457031
6.855087891	0.043457031
6.901933594	0.042968750
6.948779297	0.043457031
6.995625000	0.042480469
7.042470703	0.043457031
7.089316406	0.042480469
7.136162109	0.043457031
7.183007812	0.042480469
7.214238281	0.042968750
7.276699219	0.042480469
7.323544922	0.042480469
7.370390625	0.041992187
7.432851562	0.042480469
7.479697266	0.041992187
7.526542969	0.042480469
7.573388672	0.041992187
7.604619141	0.042480469
7.651464844	0.041992187
7.713925781	0.042968750
7.760771484	0.042480469
7.807617187	0.042968750
7.838847656	0.042480469
7.916923828	0.043457031
7.948154297	0.042480469
8.010615234	0.042968750
8.057460938	0.042968750
8.104306641	0.042968750
8.151152344	0.042968750
8.197998047	0.043945312
8.244843750	0.042968750
8.291689453	0.043945312
8.338535156	0.043457031
8.400996094	0.044433594
8.432226563	0.043457031
8.479072266	0.044433594
8.541533203	0.043457031
8.588378906	0.044433594
8.619609375	0.043945312
8.682070313	0.044921875
8.713300781	0.044433594
8.760146484	0.045898437
8.822607422	0.044921875
8.869453125	0.045410156
8.916298828	0.045410156
