CH1 (V)  	CH2 (V)
-0.312304688	0.039062500
-0.312304688	0.039550781
-0.312304688	0.039062500
-0.312304688	0.039062500
-0.296689453	0.039062500
-0.312304688	0.038574219
-0.312304688	0.038085937
-0.312304688	0.039062500
-0.312304688	0.039550781
-0.312304688	0.038574219
-0.312304688	0.039062500
-0.312304688	0.039550781
-0.312304688	0.039062500
-0.281074219	0.038574219
-0.234228516	0.039062500
-0.187382812	0.038574219
-0.124921875	0.039062500
-0.078076172	0.039062500
-0.031230469	0.038574219
0.015615234	0.039062500
0.078076172	0.039062500
0.109306641	0.038574219
0.156152344	0.039062500
0.202998047	0.039550781
0.249843750	0.039550781
0.296689453	0.039062500
0.343535156	0.039062500
0.390380859	0.039062500
0.437226562	0.039062500
0.499687500	0.038574219
0.530917969	0.039062500
0.577763672	0.038574219
0.624609375	0.038574219
0.687070312	0.039062500
0.718300781	0.039062500
0.765146484	0.039062500
0.827607422	0.039062500
0.858837891	0.039062500
0.921298828	0.039062500
0.968144531	0.038574219
1.014990234	0.039062500
1.061835937	0.039062500
1.108681641	0.039550781
1.155527344	0.039062500
1.202373047	0.039062500
1.249218750	0.039062500
1.296064453	0.039550781
1.327294922	0.039062500
1.405371094	0.039062500
1.452216797	0.040527344
1.499062500	0.039550781
1.545908203	0.039062500
1.577138672	0.039550781
1.639599609	0.038574219
1.686445313	0.039550781
1.717675781	0.038574219
1.780136719	0.039550781
1.826982422	0.039062500
1.873828125	0.039550781
1.920673828	0.039062500
1.983134766	0.039062500
2.014365234	0.038574219
2.061210937	0.039550781
2.108056641	0.038574219
2.154902344	0.039550781
2.201748047	0.038574219
2.248593750	0.040039062
2.295439453	0.038574219
2.342285156	0.039550781
2.404746094	0.039062500
2.451591797	0.039550781
2.482822266	0.041503906
2.529667969	0.039550781
2.592128906	0.039062500
2.623359375	0.039550781
2.685820312	0.039062500
2.717050781	0.039550781
2.779511719	0.039062500
2.826357422	0.039550781
2.873203125	0.038574219
2.920048828	0.039550781
2.982509766	0.039062500
3.029355469	0.040039062
3.060585937	0.039062500
3.123046875	0.039550781
3.154277344	0.039062500
3.216738281	0.039062500
3.247968750	0.039062500
3.310429688	0.040039062
3.341660156	0.039062500
3.404121094	0.039550781
3.435351562	0.039062500
3.497812500	0.039550781
3.544658203	0.039550781
3.575888672	0.040039062
3.638349609	0.039062500
3.685195312	0.040039062
3.716425781	0.039062500
3.778886719	0.039550781
3.825732422	0.039062500
3.872578125	0.040039062
3.919423828	0.039550781
3.966269531	0.039550781
4.028730469	0.039062500
4.075576172	0.039550781
4.122421875	0.039550781
4.184882812	0.040039062
4.216113281	0.039550781
4.278574219	0.040039062
4.325419922	0.039550781
4.372265625	0.040527344
4.403496094	0.039062500
4.465957031	0.040527344
4.497187500	0.040039062
4.544033203	0.040527344
4.606494141	0.039062500
4.653339844	0.041015625
4.700185547	0.040039062
4.747031250	0.041015625
4.793876953	0.040527344
4.840722656	0.041015625
4.887568359	0.040039062
4.934414063	0.041503906
4.981259766	0.040527344
5.028105469	0.041503906
5.090566406	0.041015625
5.121796875	0.041503906
5.168642578	0.041015625
5.215488281	0.041503906
5.262333984	0.041015625
5.309179688	0.041992187
5.356025391	0.041992187
5.418486328	0.042480469
5.465332031	0.041992187
5.512177734	0.042480469
5.559023437	0.042480469
5.605869141	0.043457031
5.652714844	0.042480469
5.699560547	0.044433594
5.746406250	0.043457031
5.793251953	0.044921875
5.840097656	0.044921875
5.902558594	0.046386719
5.933789062	0.045410156
5.996250000	0.046875000
6.027480469	0.046875000
6.074326172	0.047851562
6.121171875	0.047851562
6.168017578	0.048339844
6.230478516	0.048339844
6.277324219	0.048828125
6.308554688	0.048339844
6.371015625	0.048828125
6.402246094	0.048339844
6.464707031	0.048339844
6.511552734	0.047363281
6.558398438	0.047851562
6.605244141	0.046875000
6.636474609	0.047363281
6.698935547	0.046386719
6.745781250	0.046875000
6.792626953	0.046386719
6.839472656	0.046386719
6.886318359	0.045410156
6.933164062	0.045898437
6.964394531	0.044921875
7.026855469	0.045410156
7.073701172	0.044433594
7.120546875	0.044921875
7.167392578	0.043945312
7.214238281	0.044433594
7.261083984	0.043945312
7.323544922	0.044433594
7.370390625	0.042968750
7.401621094	0.043945312
7.464082031	0.042968750
7.495312500	0.043945312
7.542158203	0.043457031
7.604619141	0.043945312
7.635849609	0.043457031
7.713925781	0.043945312
7.745156250	0.043457031
7.776386719	0.043945312
7.838847656	0.043457031
7.885693359	0.044433594
7.916923828	0.043457031
7.979384766	0.044433594
8.057460938	0.043945312
8.088691406	0.044433594
8.135537109	0.044433594
8.166767578	0.044921875
8.229228516	0.044433594
8.276074219	0.045410156
8.322919922	0.044921875
8.369765625	0.045410156
8.416611328	0.044921875
8.463457031	0.045410156
8.510302734	0.045410156
8.572763672	0.046386719
